1:16	Und|also er|he wird|will der|the Kinder|son Israel|Israel viele|many zu|on Gott|god ihrem|her HERRN|Lord bekehren|turn
1:17	Und|also er|he wird|will vor|before ihm|him her|here gehen|outgo im|by Geist|Spirit und|also Kraft|power des|of-the Elia|Elias zu|to bekehren|turn die|the Herzen|heart der|the Väter|Father zu|on den|the Kindern|child und|also die|the Ungläubigen|UNBELIEVING zu|by der|the Klugheit|wisdom der|the Gerechten|righteous zuzurichten|prepare dem|the HERRN|Lord ein|a bereitet|prepare Volk|people
1:18	Und|also Zacharias|Zacharias sprach|say zu|unto dem|the Engel|angel Wobei|after soll|shall ich|I das|this erkennen|know Denn|and ich|I bin|am alt|aged und|also mein|my Weib|women ist|to go forwards betagt|by
1:19	Der|also Engel|angel antwortete|answered und|and sprach|say zu|to ihm|him Ich|I bin|am Gabriel|Gabriel der|the vor|before Gott|god steht|present und|also bin|am gesandt|sent mit|unto dir|thee zu|to reden|speak daß|that ich|I dir|thee solches|these verkündigte|preach
1:20	Und|also siehe|behold du|be wirst|will verstummen|peace und|also nicht|not reden|speak können|able bis|until auf|on den|the Tag|day da|which dies|these geschehen|happened wird|be darum|therefore daß|that du|you meinen|my Worten|word nicht|no geglaubt|BELIEVED hast|believe welche|which sollen|shall erfüllt|fill werden|fulfil zu|into ihrer|their Zeit|time
1:21	Und|also das|the Volk|people wartete|was auf|on Zacharias|Zacharias und|also verwunderte|WONDERED sich|marvel daß|by er|he so|then lange|long im|by Tempel|temple verzog|delay
1:22	Und|and da|then er|he herausging|come konnte|could er|able nicht|no mit|with ihnen|them reden|speak und|also sie|they merkten|know daß|that er|he ein|a Gesicht|vision gesehen|seen hatte|see im|by Tempel|temple Und|also er|he winkte|beckon ihnen|them und|also blieb|continue stumm|dumb
1:23	Und|also es|it begab|happened sich|be da|as die|the Zeit|day seines|his Amts|service aus|from war|fill ging|went er|he heim|home in|into sein|his Haus|house
1:24	Und|and nach|with den|these Tagen|day ward|was sein|his Weib|women Elisabeth|Elisabeth schwanger|take und|also verbarg|hide sich|himself fünf|five Monate|month und|and sprach|speak
1:25	Also|so hat|has mir|me der|the HERR|Lord getan|do in|by den|the Tagen|day da|which er|he mich|me angesehen|seen hat|behold daß|that er|he meine|my Schmach|reproach unter|by den|the Menschen|man von|from mir|me nähme|take
1:26	Und|and im|by sechsten|sixth Monat|month ward|was der|the Engel|angel Gabriel|Gabriel gesandt|sent von|of Gott|god in|into eine|a Stadt|city in|in Galiläa|Galilee die|the heißt|which Nazareth|Nazareth
1:27	zu|unto einer|one Jungfrau|virgin die|the vertraut|ESPOUSED war|espouse einem|a Manne|man mit|which Namen|name Joseph|Joseph vom|of Hause|house David|David und|also die|the Jungfrau|virgin hieß|name Maria|Mary
1:28	Und|also der|the Engel|angel kam|enter zu|unto ihr|you hinein|enter und|and sprach|say Gegrüßet|HAIL seist|are du|rejoice Holdselige|make accepted Der|the HERR|Lord ist|is mit|with dir|thy du|thou Gebenedeite|bless unter|by den|the Weibern|women
1:29	Da|then sie|they aber|and ihn|him sah|know erschrak|WAS-TROUBLED sie|trouble über|on seine|his Rede|word und|also gedachte|reason Welch|what ein|this Gruß|GREETING ist|is das|be
1:30	Und|also der|the Engel|angel sprach|say zu|to ihr|you Fürchte|fear dich|fear nicht|not Maria|Mary du|you hast|find Gnade|grace bei|of Gott|god gefunden|find
1:31	Siehe|behold du|you wirst|will schwanger|pregnant werden|take und|also einen|a Sohn|son gebären|bear des|of-the Namen|name sollst|shall du|you Jesus|Jesus heißen|call
1:32	Der|this wird|will groß|great sein|be und|also ein|a Sohn|son des|of-the Höchsten|highest genannt|called werden|call und|also Gott|god der|the HERR|Lord wird|will ihm|him den|the Stuhl|throne seines|his Vaters|Father David|David geben|give
1:33	und|also er|he wird|will ein|a König|King sein|his über|on das|the Haus|house Jakob|Jacob ewiglich|into und|also seines|his Königreiches|KINGDOM wird|will kein|no Ende|end sein|be
1:34	Da|and sprach|say Maria|Mary zu|unto dem|the Engel|angel Wie|how soll|shall das|this zugehen|be da|because ich|I von|know keinem|no Manne|man weiß|know
1:35	Der|also Engel|angel antwortete|answered und|and sprach|say zu|to ihr|you Der|the heilige|HOLY Geist|Spirit wird|will über|on dich|thee kommen|come und|also die|the Kraft|power des|of-the Höchsten|highest wird|will dich|thee überschatten|overshadow darum|wherefore wird|will auch|also das|the Heilige|HOLY das|the von|of dir|thy geboren|born wird|begat Gottes|god Sohn|son genannt|called werden|call
1:36	Und|also siehe|behold Elisabeth|Elisabeth deine|thy Gefreunde|kinsman ist|is auch|also schwanger|take mit|with einem|a Sohn|son in|by ihrem|her Alter|old age und|also geht|is jetzt|was-giving-birth im|this sechsten|sixth Monat|month von|from der|the man|one sagt|say daß|that sie|which unfruchtbar|barren sei|call
1:37	Denn|that bei|of Gott|god ist|is kein|no Ding|word unmöglich|too-hard
1:38	Maria|Mary aber|and sprach|say Siehe|behold ich|I bin|am des|of-the HERRN|Lord Magd|handmaiden mir|me geschehe|be wie|after du|thy gesagt|said hast|word Und|also der|the Engel|angel schied|separated von|from ihr|you
1:39	Maria|Mary aber|and stand|rose auf|on in|by den|these Tagen|day und|and ging|go auf|into das|the Gebirge|hill eilends|with zu|into der|the Stadt|city Juda|Judah s|Juda
1:40	und|also kam|enter in|into das|the Haus|house des|of-the Zacharias|Zacharias und|also grüßte|greeted Elisabeth|Elisabeth
1:41	Und|also es|it begab|happened sich|be als|as Elisabeth|Elisabeth den|the Gruß|GREETING Marias|Mary hörte|heard hüpfte|leap das|the Kind|babe in|by ihrem|her Leibe|womb Und|also Elisabeth|Elisabeth ward|fill des|of-the heiligen|HOLY Geistes|Spirit voll|fill
1:42	und|also rief|called laut|great und|also sprach|say Gebenedeit|bless bist|are du|thou unter|by den|the Weibern|women und|also gebenedeit|bless ist|is die|the Frucht|fruit deines|thy Leibes|womb
1:43	Und|also woher|whence kommt|comes mir|me das|this daß|that die|the Mutter|mother meines|my HERRN|Lord zu|unto mir|me kommt|come
1:44	Siehe|behold da|as ich|I die|the Stimme|voice deines|thy Grußes|GREETING hörte|into hüpfte|leap mit|by Freuden|joy das|the Kind|babe in|by meinem|my Leibe|womb
1:45	Und|also o|O selig|blessed bist|are du|you die|the du|you geglaubt|BELIEVED hast|believe denn|that es|it wird|will vollendet|performance werden|be was|what dir|you gesagt|said ist|speak von|of dem|the HERRN|Lord
1:46	Und|also Maria|Mary sprach|say Meine|my Seele|soul erhebt|magnify den|the HERRN|Lord
1:47	und|also mein|my Geist|Spirit freuet|REJOICED sich|himself Gottes|on meines|my Heilands|Saviour
1:48	denn|that er|he hat|regard die|the Niedrigkeit|humiliation seiner|his Magd|handmaiden angesehen|regard Siehe|behold von|from nun|now an|now werden|be mich|me selig|happy preisen|callblessed alle|all Kindeskinder|generation
1:49	denn|that er|he hat|has große|great Dinge|great things an|to mir|me getan|do der|the da|then mächtig|possible ist|is und|also des|of-the Name|name heilig|awesome ist|is
1:50	Und|also seine|his Barmherzigkeit|mercy währet|into immer|continually für|generation und|and für|generation bei|with denen|them die|the ihn|him fürchten|fear
1:51	Er|he übet|do Gewalt|power mit|by seinem|his Arm|arm und|and zerstreut|straw die|the hoffärtig|proud sind|are in|in ihres|her Herzens|heart Sinn|mind
1:52	Er|he stößt|destroy die|the Gewaltigen|mighty vom|from-the Stuhl|throne und|also erhebt|exalt die|the Niedrigen|humble
1:53	Die|the Hungrigen|hunger füllt|fill er|he mit|with Gütern|possessions und|also läßt|send die|the Reichen|rich leer|vain
1:54	Er|he denkt|remember der|the Barmherzigkeit|mercy und|and hilft|HELPED seinem|his Diener|servant Israel|Israel wieder|back auf|on
1:55	wie|as er|he geredet|spoken hat|speak unsern|unto Vätern|Father Abraham|Abraham und|also seinem|his Samen|seed ewiglich|into
1:56	Und|and Maria|Mary blieb|abide bei|with ihr|you bei|about drei|three Monaten|month darnach|after kehrte|return sie|they wiederum|return heim|into
1:57	Und|and Elisabeth|Elisabeth kam|fill ihre|their Zeit|time daß|that sie|they gebären|bear sollte|bear und|also sie|they gebar|begat einen|a Sohn|son
1:58	Und|also ihre|their Nachbarn|neighbour und|also Gefreunde|kinsman hörten|heard daß|that der|the HERR|Lord große|with Barmherzigkeit|mercy an|to ihr|you getan|done hatte|magnify und|also freuten|REJOICED sich|rejoicein mit|with ihr|you
1:59	Und|also es|it begab|happened sich|be am|by achten|eighth Tage|day da|then kamen|come sie|they zu|to beschneiden|circumcise das|the Kindlein|child und|also hießen|call ihn|him nach|on seinem|his Vater|Father Zacharias|Zacharias
1:60	Aber|also seine|his Mutter|mother antwortete|answered und|and sprach|say Mitnichten|not sondern|but er|he soll|shall Johannes|John heißen|call
1:61	Und|also sie|they sprachen|say zu|unto ihr|you Ist|is doch|please niemand|nothing in|by deiner|thy Freundschaft|kindred der|which also|this heiße|name
1:62	Und|and sie|they winkten|make signs seinem|his Vater|Father wie|what er|he ihn|him wollte|desire heißen|be-called lassen|call
1:63	Und|also er|he forderte|ASKED-FOR ein|a Täfelein|writing table und|and schrieb|write also|speak Er|he heißt|is Johannes|John Und|also sie|they verwunderten|marveled sich|marvel alle|all
1:64	Und|and alsbald|immediately ward|was sein|his Mund|mouth und|also seine|his Zunge|tongue aufgetan|opened und|also er|he redete|speak und|and lobte|bless Gott|god
1:65	Und|also es|it kam|be eine|a Furcht|fear über|on alle|all Nachbarn|NEIGHBOURS und|also die|these ganze|all Geschichte|word ward|was ruchbar|commune auf|by dem|the ganzen|all jüdischen|Judaea Gebirge|hill
1:66	Und|also alle|all die|the es|it hörten|heard nahmen|took s|lay zu|by Herzen|heart und|and sprachen|speak Was|what meinst|thinks du|you will|be aus|from dem|this Kindlein|child werden|be Denn|also die|the Hand|hand des|of-the HERRN|Lord war|was mit|with ihm|him
1:67	Und|also sein|his Vater|Father Zacharias|Zacharias ward|fill des|of-the heiligen|HOLY Geistes|Spirit voll|fill weissagte|prophesy und|and sprach|speak
1:68	Gelobet|blessed sei|be der|the HERR|Lord der|the Gott|god Israels|Israel denn|that er|he hat|has besucht|visit und|also erlöst|redemption sein|his Volk|people
1:69	und|also hat|has uns|us aufgerichtet|rise ein|a Horn|horn des|of-the Heils|salvation in|by dem|the Hause|house seines|his Dieners|servant David|David
1:70	wie|as er|he vorzeiten|which geredet|spoken hat|speak durch|by den|the Mund|mouth des|of-the Propheten|prophet
1:71	daß|that er|he uns|us errettete|salvation von|of unseren|our Feinden|enemy und|also von|of der|the Hand|hand aller|all die|the uns|us hassen|hate
1:72	und|and Barmherzigkeit|mercy erzeigte|do unsern|with Vätern|Father und|also gedächte|remember an|to seinen|his heiligen|HOLY Bund|covenant
1:73	und|and an|to den|the Eid|oath den|which er|he geschworen|swore hat|swear unserm|our Vater|Father Abraham|unto uns|us zu|to geben|give
1:74	daß|that wir|we erlöst|deliver aus|of der|the Hand|hand unserer|our Feinde|enemy ihm|him dienten|serve ohne|without Furcht|fear unser|our Leben|life lang|all
1:75	in|by Heiligkeit|holiness und|also Gerechtigkeit|righteousness die|the ihm|him gefällig|PLEASING ist|before
1:76	Und|also du|thou Kindlein|child wirst|will ein|a Prophet|prophet des|of-the Höchsten|highest heißen|call Du|you wirst|will vor|before dem|the HERRN|Lord her|here gehen|go daß|that du|you seinen|his Weg|way bereitest|prepare
1:77	und|and Erkenntnis|knowledge des|of-the Heils|salvation gebest|give seinem|his Volk|people das|the da|then ist|is in|by Vergebung|FORGIVENESS ihrer|their Sünden|sins
1:78	durch|by die|the herzliche|bowels Barmherzigkeit|mercy unsers|our Gottes|god durch|by welche|which uns|us besucht|VISITED hat|visit der|the Aufgang|east aus|of der|the Höhe|height
1:79	auf|on daß|that er|he erscheine|appear denen|them die|the da|then sitzen|sit in|by Finsternis|darkness und|also Schatten|shadow des|of-the Todes|death und|and richte|direct unsere|our Füße|foot auf|into den|the Weg|way des|of-the Friedens|peace
1:80	Und|and das|the Kindlein|child wuchs|grew und|also ward|was stark|strengthen im|in-the Geist|Spirit und|also er|he war|was in|by der|the Wüste|wilderness bis|till daß|day er|he sollte|would hervortreten|COME-FORTH vor|unto das|the Volk|people Israel|Israel
2:1	Es|it begab|happened sich|be aber|and zu|by der|that Zeit|day daß|that ein|a Gebot|decree von|of dem|the Kaiser|Caesar Augustus|AUGUSTUS ausging|come daß|that alle|all Welt|world geschätzt|TAXED würde|would
2:2	Und|and diese|this Schätzung|TAXING war|was die|the allererste|first und|and geschah|be zu|to der|the Zeit|time da|then Cyrenius|Cyrenius Landpfleger|be governor von|from Syrien|Syria war|be governor
2:3	Und|also jedermann|all ging|go daß|that er|he sich|himself schätzen|TAXED ließe|MIGHT ein|a jeglicher|every in|into seine|privately Stadt|city
2:4	Da|and machte|made sich|himself auch|also auf|on Joseph|Joseph aus|from Galiläa|Galilee aus|of der|the Stadt|city Nazareth|Nazareth in|into das|the jüdische|JUDEAN Land|Judaea zur|to-the Stadt|city Davids|David die|which da|then heißt|call Bethlehem|Bethlehem darum|therefore daß|by er|he von|of dem|the Hause|house und|also Geschlechte|lineage Davids|David war|be
2:5	auf|on daß|that er|he sich|himself schätzen|TAXED ließe|MIGHT mit|with Maria|Mary seinem|his vertrauten|espouse Weibe|women die|the ward|being schwanger|pregnant
2:6	Und|and als|by sie|they daselbst|there waren|be kam|fill die|the Zeit|day da|then sie|they gebären|bear sollte|bear
2:7	Und|also sie|they gebar|bear ihren|their ersten|firstborn Sohn|son und|also wickelte|wrap in swaddling clothes ihn|him in|in Windeln|wrap in swaddling clothes und|also legte|put ihn|him in|by eine|a Krippe|manger denn|because sie|they hatten|was sonst|scattered keinen|no Raum|place in|by der|the Herberge|inn
2:8	Und|also es|it waren|was Hirten|shepherd in|by derselben|same Gegend|country auf|on dem|the Felde|field bei|on den|the Hürden|sheepfolds die|the hüteten|keep des|of-the Nachts|prison ihre|their Herde|flock
2:9	Und|also siehe|behold des|of-the HERRN|Lord Engel|angel trat|came zu|come ihnen|them und|also die|the Klarheit|glory des|of-the HERRN|Lord leuchtete|shine round about um|for sie|they und|also sie|they fürchteten|fear sich|himself sehr|great
2:10	Und|also der|the Engel|angel sprach|say zu|to ihnen|them Fürchtet|fear euch|you nicht|not siehe|behold ich|I verkündige|preach euch|you große|great Freude|joy die|which allem|all Volk|people widerfahren|HAPPEN wird|be
2:11	denn|that euch|you ist|is heute|thisday der|the Heiland|Saviour geboren|bear welcher|which ist|is Christus|Christ der|the HERR|Lord in|by der|the Stadt|city Davids|David
2:12	Und|also das|this habt|you zum|as-a Zeichen|sign ihr|you werdet|will finden|find das|the Kind|babe in|in Windeln|SWADDLING-CLOTHES gewickelt|wrap in swaddling clothes und|and in|by einer|one Krippe|manger liegen|lie
2:13	Und|also alsbald|suddenly war|be da|then bei|with dem|the Engel|angel die|the Menge|multitude der|the himmlischen|heavenly Heerscharen|host die|the lobten|PRAISED Gott|god und|also sprachen|speak
2:14	Ehre|glory sei|be Gott|god in|by der|the Höhe|highest und|also Frieden|peace auf|on Erden|earth und|by den|the Menschen|man ein|a Wohlgefallen|desire
2:15	Und|also da|as die|the Engel|angel von|from ihnen|them gen|into Himmel|heaven fuhren|WENT sprachen|say die|the Hirten|herdsmen untereinander|unto Laßt|pass uns|us nun|also gehen|pass gen|till Bethlehem|Bethlehem und|also die|this Geschichte|word sehen|know die|the da|then geschehen|happened ist|be die|which uns|us der|the HERR|Lord kundgetan|made-known hat|declare
2:16	Und|also sie|they kamen|come eilend|haste und|also fanden|found beide|both Maria|Mary und|also Joseph|Joseph dazu|also das|the Kind|babe in|by der|the Krippe|manger liegen|lie
2:17	Da|then sie|they es|it aber|and gesehen|seen hatten|know breiteten|make known sie|they das|the Wort|of aus|make known welches|which zu|to ihnen|them von|of diesem|this Kinde|child gesagt|said war|speak
2:18	Und|also alle|all vor|before die|the es|it kam|came wunderten|WONDERED sich|marvel der|the Rede|words die|which ihnen|unto die|the Hirten|shepherd gesagt|said hatten|speak
2:19	Maria|Mary aber|and behielt|preserve alle|all diese|these Worte|word und|and bewegte|ponder sie|they in|by ihrem|her Herzen|heart
2:20	Und|also die|the Hirten|shepherd kehrten|turned wieder|back um|turn priesen|glorify und|also lobten|PRAISED Gott|god um|on alles|all was|which sie|they gehört|heard und|also gesehen|seen hatten|know wie|as denn|for zu|unto ihnen|them gesagt|said war|speak
2:21	Und|also da|when acht|eight Tage|day um|for waren|fill daß|that das|the Kind|child beschnitten|circumcised würde|circumcise da|also ward|was sein|his Name|name genannt|call Jesus|Jesus welcher|which genannt|called war|call von|of dem|the Engel|angel ehe|before denn|before er|he in|by Mutterleibe|womb empfangen|receive ward|take
2:22	Und|also da|when die|the Tage|day ihrer|their Reinigung|cleansing nach|after dem|the Gesetz|law Mose|MOSES s|Moses kamen|fill brachten|brought sie|they ihn|him gen|into Jerusalem|Jerusalem auf|on daß|that sie|they ihn|him darstellten|present dem|the HERRN|Lord
2:23	wie|as denn|for geschrieben|WRITTEN steht|write in|by dem|the Gesetz|law des|Lord HERRN|that | Allerlei|all männliches|MALE das|the zum|as-a ersten|firstborn die|the Mutter|womb bricht|open soll|shall dem|the HERRN|Lord geheiligt|HOLY heißen|call "|—
2:24	und|also das|the sie|they gäben|give das|the Opfer|sacrifice wie|after es|it gesagt|said ist|say im|by Gesetz|law des|of-the HERRN|Lord "Ein|"A Paar|pair Turteltauben|turtledove oder|or zwei|two junge|young Tauben|dove "|—
2:25	Und|also siehe|behold ein|a Mensch|man war|was zu|by Jerusalem|Jerusalem mit|which Namen|name Simeon|Simeon und|also derselbe|this Mensch|man war|was fromm|righteous und|also gottesfürchtig|devout und|and wartete|WAITED auf|receive den|the Trost|consolation Israels|Israel und|also der|the heilige|HOLY Geist|Spirit war|was in|on ihm|him
2:26	Und|also ihm|him war|was eine|a Antwort|word geworden|call von|of dem|the heiligen|HOLY Geist|Spirit er|he sollte|know den|the Tod|death nicht|not sehen|know er|he hätte|know denn|for zuvor|before den|the Christus|Christ des|of-the HERRN|Lord gesehen|know
2:27	Und|also er|he kam|come aus|from Anregen|by des|of-the Geistes|Spirit in|into den|the Tempel|temple Und|also da|then die|the Eltern|parents das|the Kind|child Jesus|Jesus in|in den|the Tempel|TEMPLE brachten|bring daß|that sie|they für|of ihn|him täten|do wie|as man|one pflegt|custom nach|after dem|the Gesetz|law
2:28	da|also nahm|took er|receive ihn|him auf|into seine|his Arme|arms und|also lobte|bless Gott|god und|also sprach|say
2:29	HERR|Lord nun|now läßt|let du|you deinen|thy Diener|servant in|by Frieden|peace fahren|go wie|after du|thy gesagt|said hast|word
2:30	denn|that meine|my Augen|eye haben|have deinen|thy Heiland|salvation gesehen|know
2:31	welchen|which du|you bereitest|PREPARED hast|prepare vor|after allen|all Völkern|people
2:32	ein|a Licht|light zu|into erleuchten|ENLIGHTEN die|the Heiden|Gentiles und|also zum|as-a Preis|glory deines|thy Volkes|people Israel|Israel
2:33	Und|also sein|his Vater|Joseph und|also seine|his Mutter|mother wunderten|WONDERED sich|was des|on das|the von|of ihm|him geredet|spoken ward|speak
2:34	Und|also Simeon|Simeon segnete|bless sie|they und|also sprach|say zu|unto Maria|Mary seiner|his Mutter|mother Siehe|behold dieser|this wird|will gesetzt|lie zu|into einem|a Fall|fall und|also Auferstehen|RISING vieler|many in|by Israel|Israel und|also zu|into einem|a Zeichen|sign dem|the widersprochen|SPOKEN-AGAINST wird|will
2:35	und|and es|it wird|also ein|a Schwert|sword durch|through deine|thy Seele|soul dringen|pass auf|on daß|that vieler|many Herzen|heart Gedanken|thought offenbar|REVEALED werden|be
2:36	Und|also es|it war|was eine|a Prophetin|prophetess Hanna|ANNA eine|a Tochter|daughter Phanuels|Phanuel vom|of Geschlecht|tribe Asser|Asher die|this war|by wohl|many betagt|day und|and hatte|had gelebt|live sieben|seven Jahre|year mit|with ihrem|her Manne|man nach|after ihrer|their Jungfrauschaft|VIRGINITY
2:37	und|also war|was nun|now eine|a Witwe|widow bei|as vierundachtzig|four Jahren|year die|which kam|came nimmer|no vom|from-the Tempel|temple diente|serve Gott|God mit|with Fasten|fasting und|also Beten|prayer Tag|day und|also Nacht|night
2:38	Die|this trat|come auch|also hinzu|near zu|to derselben|same Stunde|hour und|and pries|PRAISED den|the HERRN|Lord und|also redete|speak von|of ihm|him zu|to allen|all die|the da|then auf|on die|the Erlösung|redemption zu|by Jerusalem|Jerusalem warteten|receive
2:39	Und|also da|as sie|they alles|all vollendet|finished hatten|finish nach|after dem|the Gesetz|law des|of-the HERRN|Lord kehrten|turned sie|they wieder|return nach|into Galiläa|Galilee zu|into ihrer|their Stadt|city Nazareth|Nazareth
2:40	Aber|and das|the Kind|child wuchs|grew und|also ward|was stark|strengthen im|in-the Geist|Spirit voller|fulfil Weisheit|wisdom und|also Gottes|god Gnade|grace war|was bei|on ihm|him
2:41	Und|also seine|his Eltern|parents gingen|go alle|after Jahre|year gen|into Jerusalem|Jerusalem auf|on das|the Osterfest|feast
2:42	Und|also da|when er|he zwölf|twelve Jahre|year alt|old war|be gingen|went sie|they hinauf|up gen|into Jerusalem|Jerusalem nach|after der|the Gewohnheit|custom des|of-the Festes|feast
2:43	Und|also da|then die|the Tage|day vollendet|finished waren|perfect und|by sie|they wieder|return nach|after Hause|house gingen|return blieb|endure das|the Kind|servant Jesus|Jesus zu|by Jerusalem|Jerusalem und|also seine|his Eltern|Joseph wußten|knew s|know nicht|no
2:44	Sie|they meinten|suppose aber|and er|he wäre|be unter|by den|the Gefährten|company und|and kamen|come eine|a Tagereise|day weit|away und|also suchten|SOUGHT ihn|him unter|by den|the Gefreunden|kinsman und|also Bekannten|known
2:45	Und|also da|then sie|they ihn|him nicht|not fanden|find gingen|went sie|they wiederum|return gen|into Jerusalem|Jerusalem und|and suchten|seek ihn|him
2:46	Und|also es|it begab|happened sich|be nach|with drei|three Tagen|day fanden|find sie|they ihn|him im|by Tempel|temple sitzen|sit mitten|midst unter|by den|the Lehrern|teacher wie|as er|he ihnen|them zuhörte|hearing und|also sie|they fragte|ask
2:47	Und|and alle|all die|the ihm|him zuhörten|hearing verwunderten|marveled sich|bewitch seines|on Verstandes|understanding und|also seiner|his Antworten|answer
2:48	Und|also da|then sie|they ihn|him sahen|know entsetzten|WERE-AMAZED sie|they sich|amaze Seine|his Mutter|mother aber|also sprach|say zu|unto ihm|him Mein|my Sohn|child warum|what hast|have du|you uns|us das|so getan|do Siehe|behold dein|thy Vater|Father und|I ich|thee haben|seek dich|you mit|with Schmerzen|sorrow gesucht|seek
2:49	Und|also er|he sprach|say zu|unto ihnen|them Was|what ist|is s|IT daß|that ihr|you mich|me gesucht|SOUGHT habt|seek Wisset|know ihr|know nicht|no daß|that ich|me sein|be muß|must in|by dem|the das|the meines|my Vaters|Father ist|is
2:50	Und|also sie|they verstanden|understand das|the Wort|word nicht|no das|which er|he mit|with ihnen|them redete|speak
2:51	Und|also er|he ging|descend mit|with ihnen|them hinab|also und|and kam|come gen|into Nazareth|Nazareth und|also war|was ihnen|them untertan|be under obedience Und|also seine|his Mutter|mother behielt|keep alle|all diese|these Worte|word in|by ihrem|her Herzen|heart
2:52	Und|also Jesus|Jesus nahm|took zu|increase an|to Weisheit|wisdom Alter|stature und|also Gnade|grace bei|of Gott|god und|also den|the Menschen|man
3:1	In|by dem|the fünfzehnten|fifteenth Jahr|year des|of-the Kaisertums|reign Kaisers|Caesar Tiberius|Tiberius da|then Pontius|Pontius. P ntios Pilatus|Pilate Landpfleger|be governor in|in Judäa|Judaea war|be governor und|also Herodes|Antipas ein|a Vierfürst|tetrarch in|in Galiläa|Galilee und|and sein|his Bruder|brother Philippus|Philip ein|a Vierfürst|tetrarch in|in Ituräa|Ituraea und|also in|in der|the Gegend|country Trachonitis|Trachonitis und|also Lysanias|Lysanias ein|a Vierfürst|tetrarch zu|to Abilene|ABILENE
3:2	da|on Hannas|ANNAS und|also Kaiphas|Caiaphas Hohepriester|HIGH-PRIEST waren|were da|then geschah|be der|the Befehl|word Gottes|god zu|on Johannes|John des|of-the Zacharias|Zacharias Sohn|son in|by der|the Wüste|wilderness
3:3	Und|also er|he kam|come in|into alle|all Gegend|country  about um|for den|the Jordan|Jordan und|and predigte|preach die|the Taufe|BAPTISM der|the Buße|repentance zur|into Vergebung|FORGIVENESS Sünden|sins
